ID;Item Number;Suffix 1;Suffix 2;ItemNo;Device Type;Manufacturer;Delimiter;Part Number;Major Functions;Horizontal/Vertical;Rack/Panel;RU;Zones of Protection;Power Supply Voltage;Control Voltage;AC/DC Control Voltage;AC Current Input;AC Voltage Input;Standard Inputs 1;Standard Input Type 1;Standard Inputs 2;Standard Input Type 2;Standard Outputs 1;Standard Output Type 1;Standard Outputs 2;Standard Output Type 2;Additional Board 1;Board 1 Additional Inputs 1;Board 1 Additional Input Type 1;Board 1 Additional Inputs 2;Board 1 Additional Input Type 2;Board 1 Additional Outputs 1;Board 1 Additional Output Type 1;Board 1 Additional Outputs 2;Board 1 Additional Output Type 2;Additional Board 2;Board 2 Additional Inputs 1;Board 2 Additional Input Type 1;Board 2 Additional Inputs 2;Board 2 Additional Input Type 2;Board 2 Additional Outputs 1;Board 2 Additional Output Type 1;Board 2 Additional Outputs 2;Board 2 Additional Output Type 2;Additional Board 3;Board 3 Additional Inputs 1;Board 3 Additional Input Type 1;Board 3 Additional Inputs 2;Board 3 Additional Input Type 2;Board 3 Additional Outputs 1;Board 3 Additional Output Type 1;Board 3 Additional Outputs 2;Board 3 Additional Output Type 2;User Interface;Communications;Coil Operation Voltage;AC/DC Coil Operation Voltage;Handle Style;Spring Return/Maintain;Qty of Decks;Meter Form;Number of Phases;Number of Wires;Test Switch Arrangement;Test Switch Arrangement A;Test Switch Arrangement B;Test Switch Arrangement C;Test Switch Cover;Lamp Voltage;AC/DC Lamp Voltage;Lamp color;Lens color;Catalog cut included;Length;Length Unit;Comm Int Type 1;Comm Int Qty 1;Comm Int Type 2;Comm Int Qty 2;Comm Int Type 3;Comm Int Qty 3;Comm Int Type 4;Comm Int Qty 4;Comm Int Type 5;Comm Int Qty 5;Comm Int Type 6;Comm Int Qty 6;Comm Int Type 7;Comm Int Qty 7;Comm Int Type 8;Comm Int Qty 8;Reset;Common Material;Need to add to ACADE Cat;Need to add Footprint for ACADE;Inventory Quantity;Inventory Location;Photo on file;Itemize Price;Short Name;Status;StatusReason;WnSingleAll;WnSingleTerm;Wn2Wire;Wn3Wire;WnAWGRec;WnAWGRecAll;WnAWGRecTerms;WnTSPAll;WnTSPTerms;WnTerm;WnTermBlank;WnJumperItem;WnJumperUse;WnGround;WnOther
505;12;J;;12J;Clock/Comm. Proc./Revenue Meter;SEL;;0735HX10944CFXCXXX16101XX;Revenue meter;Horizontal;Panel;;;125-250V DC or 120-240V AC;125;AC/DC;22;300;2;inputs;;;3;outputs;;;;;;;;4;outputs;4;analog outputs;;;;;;;;;;;;;;;;;;;;SEL ASCII, SEL LMD, SEL Fast Meter, SEL Compressed ASCII, MV-90 Translation�, Modbus� RTU/TCP, MIRRORED BITS� Communications, Telnet, DNP3 Level 2 Outstation and LAN/WAN, and Synchrophasors;Standard Communications Protocols;;;;;;Form 9 (4-wire wye;3 PTs, 3 CTs);;;;;;;;;;;;1;;;EIA-232 DB9;3;EIA-485 terminal block;1;10/100Base-T;1;IRIG terminal blocks;1;Telephone modem;1;Optical;1;;;;;;0;1;1;;;0;1;SEL-735 REVENUE METER;;;0;A01-A12, D01-D16, Z07-Z10;0;0;;0;;0;Port 4A;;0;;;;
506;50;B;;50B;Display Meter/Transducer;Bitronics;;M650M3P512;Meter which displays, stores and transmits: 3-phase volts, 3-phase amperes, watts, VARs, kVA, power factor, neutral amperes, kWh and kVARh in/out;;;;;48-250V DC or 55-240V AC, with monitoring;;;5;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;DNP3, MODBUS;;;;;;;3;4;;;;;;;;;;1;;;EIA-232/EIA-485 terminal block;1;100Base-FX MM LC;1;;;;;;;;;;;;;;0;1;1;;;0;1;BITRONICS M650 METER;;;0;;0;0;;0;;0;;;0;;;;
507;20;G;;20G;Carrier Equipment;Advantech;;IMC-350-MMST-PS;Fiber optic transceiver - multi mode to ethernet Power supply included Wavelength: 1300nm Optical connector: ST Range: 5km;;;;;5V DC via 120V AC power supply;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
508;201;J;;201J;Miscellaneous;SEL;;C808Z020LSX0020;62.5/125 �m multimode fiber-optic cable, 2-fiber zipcord, LC connector to ST connector;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;20;meters;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
509;210;A;;210A;Miscellaneous;SEL;;C808Z020SSX0001;62.5/125 �m multimode fiber-optic cable, 2-fiber zipcord, ST connector to ST connector;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;meters;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
510;210;B;;210B;Miscellaneous;SEL;;C808Z020SSX0002;62.5/125 �m multimode fiber-optic cable, 2-fiber zipcord, ST connector to ST connector;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2;meters;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
511;210;C;;210C;Miscellaneous;SEL;;C808Z020SSX0003;62.5/125 �m multimode fiber-optic cable, 2-fiber zipcord, ST connector to ST connector;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;3;meters;;;;518;210;L;;210L;Miscellaneous;SEL;;C808Z020SSX0030;62.5/125 �m multimode fiber-optic cable, 2-fiber zipcord, ST connector to ST connector;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;30;meters;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
520;13;G;;13G;Clock/Comm. Proc./Revenue Meter;SEL;3560E;3560#BHBD;Real-time automation controller (RTAC);;Surface;;;125-250V DC or 120-240V AC;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;EIA-232 DB9;2;10/100/1000Base-T RJ45;6;EIA-232/EIA-485 RJ45;5;RJ45 IRIG In or Out;1;USB A;6;Display Port;1;DVI Port;2;Audio Jack;3;;0;1;1;;;0;1;SEL-3560 RTAC;;;1;;0;0;;0;;0;;;0;;;;
521;91;B;;91B;Miscellaneous;;;;Cantilever shelf, 12'D, vented, 50lbs capacity, 16 guage steel, ANSI 61 light gray;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
522;14;N;;14N;Clock/Comm. Proc./Revenue Meter;SEL;;2245420XXX0;Axion AC protection module;;;;;;;;5;300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;1;SEL-2245-4 AC PROTECTION MODULE;;;1;;0;0;;0;;0;;;0;14P;potential neutral;;
523;14;P;;14P;;SEL;;915900530;Wetting voltage kit One hundred - 3 prong jumpers For use with Axion AC protection module;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
524;211;A;;211A;Miscellaneous;SEL;;C972-003;BNC male to RJ-45 male, for IRIG-B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;3;feet;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
525;211;B;;211B;Miscellaneous;SEL;;C972-004;BNC male to RJ-45 male, for IRIG-B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;4;feet;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
526;211;C;;211C;Miscellaneous;SEL;;C972-005;BNC male to RJ-45 male, for IRIG-B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;5;feet;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
527;211;D;;211D;Miscellaneous;SEL;;C972-006;BNC male to RJ-45 male, for IRIG-B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;6;feet;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
528;211;E;;211E;Miscellaneous;SEL;;C972-010;BNC male to RJ-45 male, for IRIG-B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;10;feet;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
529;211;F;;211F;Miscellaneous;SEL;;C972-015;BNC male to RJ-45 male, for IRIG-B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;15;feet;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
530;211;G;;211G;Miscellaneous;SEL;;C972-020;BNC male to RJ-45 male, for IRIG-B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;20;feet;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
531;211;H;;211H;Miscellaneous;SEL;;C972-025;BNC male to RJ-45 male, for IRIG-B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;25;feet;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
532;211;K;;211K;Miscellaneous;SEL;;C972-035;BNC male to RJ-45 male, for IRIG-B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;35;feet;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
533;211;L;;211L;Miscellaneous;SEL;;C972-040;BNC male to RJ-45 male, for IRIG-B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;40;feet;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
534;211;N;;211N;Miscellaneous;SEL;;C972-050;BNC male to RJ-45 male, for IRIG-B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;50;feet;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
535;211;M;;211M;Miscellaneous;SEL;;C972-045;BNC male to RJ-45 male, for IRIG-B;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;45;feet;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
536;45;E;;45E;Test Switch;ABB;Type FT-19R;FRXG 073 083 001;Test switch, 30-pole;;Rack;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;C-C,C-C,C-C,C-C,C-C;C-C,C-C,C-C,C-C,P,P;P,P,P,P,P,P,P,P,P,P;Full length538;171;;;171;Panel Material;;;;Blank plate with returns;;Rack;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;;;;;
539;171;A;;171A;Panel Material;;;;Blank plate with returns and cutouts;;Rack;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
540;172;;;172;Panel Material;;;;Blank plate with returns;;Rack;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
541;172;A;;172A;Panel Material;;;;Blank plate with returns and cutouts;;Rack;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
542;172;B;;172B;Panel Material;;;;Subpanel;;Rack;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
543;12;K;;12K;Clock/Comm. Proc./Revenue Meter;;;;Cutout & cover for Square D CM4000 meter display;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
544;12;L;;12L;Clock/Comm. Proc./Revenue Meter;;;;Mounting holes for Square D CM4000 meter, drilled into rear side of subpanel;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
545;5;A;;5A;Relay;SEL;;0487V1X4151XXXX4H5A424X;Voltage differential relay with 6 voltage inputs and 6 current inputs;Horizontal;Rack;5;;48-125V DC or 110-120V AC;125;DC;5;300;7;optoisolated inputs;2;outputs;3;high current outputs;3;form C outputs;;24;optoisolated inputs;;;4;high current outputs;;;;8;optoisolated inputs;;;13;outputs;2;form C outputs;;;;;;;;;;Trip/Close pushbuttons and configurable labels and Programmable pushbuttons;SEL ASCII, Mirrored Bits, DNP3 Level 2, IEC 61850 MMS, IEC 61850 GOOSE;;;;;;;;;;;;;;;;;;1;;;EIA-232 DB9;3;BNC IRIG;1;;;;;;;;;;;;;;0;1;1;;;0;1;SEL-487V RELAY;;;0;;0;0;;0;;0;;;0;;;;
546;50;D;;50D;Display Meter/Transducer;Satec;;PM172E-N-U-5-60HZ-ACDC-AO1;Power and revenue meter which displays, stores and transmits: 3-phase voltage, current (incl. neutral current), power, energy, power factor, frequency, voltage/current unbalance, load profile;;;;;88-290V DC or 85-264V AC, with monitoring;;;5;120;2;input;;;2;outputs;;;;;;;;2;+/-1mA analog outputs;;;;;;;;;;;;;;;;;;;;;;Modbus RTU, Modbus/TCP, DNP3, DNP3/TCP, GE EGD producer, Profibus DP and proprietary ASCII communication protocols;;;;;;;3;4;;;;;;;;;;1;;;EIA-232/422/485 DB9;1;EIA-232/422/485 terminal block;1;;;;;;;;;;;;;;0;1;1;;;0;1;SATEC PM172 METER;;;0;;0;0;;0;;0;;;0;;;;
547;12;M;;12M;Clock/Comm. Proc./Revenue Meter;SEL;;0735VX10944CFXCXXX16101XX;Revenue meter;Vertical;Panel;;;125-250V DC or 120-240V AC;125;AC/DC;22;300;2;inputs;;;3;outputs;;;;;;;;4;outputs;4;analog outputs;;;;;;;;;;;;;;;;;;;;SEL ASCII, SEL LMD, SEL Fast Meter, SEL Compressed ASCII, MV-90 Translation�, Modbus� RTU/TCP, MIRRORED BITS� Communications, Telnet, DNP3 Level 2 Outstation and LAN/WAN, and Synchrophasors;Standard Communications Protocols;;;;;;Form 9 (4-wire wye;3 PTs, 3 CTs);;;;;;;;;;;;1;;;EIA-232 DB9;3;EIA-485 terminal block;1;10/100Base-T;1;IRIG terminal blocks;1;Telephone modem;1;Optical;1;;;;;;0;1;1;;;0;1;SEL-735 REVENUE METER;;;0;A01-A12, D01-D16, Z07-Z10;0;0;;0;;0;Port 4A;;0;;;;
548;50;E;;50E;Clock/Comm. Proc./Revenue Meter;;;;Cutout & cover for Satec PM172 meter;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
549;31;V;;31V;Rotary Switch;Electroswitch;Series 24;2424E;Sync. Switch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Oval - removeable;Maintain;2;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;1;ELECTROSWITCH SYNC. SWITCH;;;0;;0;0;;0;;0;;;0;;;;
550;50;F;;50F;Display Meter/Transducer;Weschler Instruments;KA-241;291B460A09;AC Voltmeter, analog Case size: 4.5' Range: 0-150V Mechanism: Iron vane;;;;;;;;;150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;0557;35;P;;35P;Rotary Switch;Electroswitch;Series 24;7815D;Lock-out relay;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;125;DC;Oval;;15;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;Manual;0;1;1;;;0;1;ELECTROSWITCH LOCKOUT RELAY;;;0;;0;0;;0;;0;;;0;;;;;0;;0;;0;;;0;;;;;0;0;;0;;0;;;0;;;;
558;60;B;;60B;Auxiliary Instrument/Transformer/Signal Conditioner;ABB;;1409620-570;Auxiliary current transformer Ratio: 5:2 Voltage rating: 600V RF: 1.5 Relay class: T200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;1;ABB AUX. CURRENT TRANSF.;;;0;;0;0;;0;;0;;;0;;;;
559;81;C;;81C;Auxiliary Instrument/Transformer/Signal Conditioner;Struthers-Dunn;;PM-17AY-120VAC;Auxiliary relay;;;;;;;;;;;;;;4;form C outputs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;120;AC;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;1;;1;0;;0;;0;;;1;;;;Use footprint with 1NC, 1NO, etc. terminals, not 11, 12, etc.
560;44;D;;44D;Test Switch;ABB;Type FT-1F;F129A528G01;Test switch, 10-pole, front connected;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;P,C-C,P,C-C,P,C-C,P;;;;Black;;;;;1;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
562;1;W;;1W;Relay;SEL;;04215415XB2X4H75X6XXX;Distance relay;Horizontal;Rack;5;5;48/125V DC or 110/120V AC;125;DC;5;300;7;inputs;;;5;outputs;3;high current outputs;;8;inputs;;;8;high speed - high current outputs;;;;8;inputs;;;13;high current form A outputs;2;form C outputs;;;;;;;;;;Programmable pushbuttons;;;;;;;;;;;;;;;;;;;1;;;EIA-232 DB9;3;100Base-FX MM LC;2;BNC IRIG;1;;;;;;;;;;;;0;1;1;;;0;1;SEL-421 RELAY;;;0;;0;0;;0;;0;;;0;;;;
563;35;R;;35R;Rotary Switch;Electroswitch;Series 24;7825DD;Lock-out relay;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;125;DC;Oval;;5;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;Electric;0;1;1;;;0;1;ELECTROSWITCH LOCKOUT RELAY;;;0;A, B, G, H;0;0;;0;;0;;;0;;;;
564;130;C;;130C;Panel Material;;;;Stainless steel pull handle, round grip, threaded-hole mounts Center to center width: 5 - 6' Projection: 2.5 - 3' Diameter: 1/4 - 5/16';;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
565;0;D;;0D;Panel Material;Chatsworth;;13883-103;Two-post rack, seismic frame, 84' h x 28' w x 15' d, with 23' retima rails with #12-24 threaded holes, gray finish;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
566;130;D;;130D;Panel Material;Multilink;;045-798-11;Fiber patch panel, off white finish, tinted lexan front cover;Horizontal;Rack;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;0;1;1;0;;0;1;MULTILINK FIBER PATCH PANEL;;;0;;0;0;;0;;0;;;0;;;;
567;130;E;;130E;Panel Material;Multilink;;10-9195;Adapter plate, off white finish, populated with 12 ST/PC MM connectors;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;0;1;1;0;;0;1;MULTILINK ADAPTER PLATE WITH ST CONNECTORS;;;0;;0;0;;0;;0;;;0;;;;
568;105;D;;105D;;OFS Optics;;BP05065-13;ST connector, bayonet style, 2.5mm, for use with 200/230�m step-index HCS cables and 50�m and 62.5�m graded-index HCS cables;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;0;1;1;0;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
569;105;E;;105E;;OFS Optics;;DT03732-41;Crimp and cleave ST connector termination kit, for use with 50�m and 62.5�m HCS cables;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;0;1;1;0;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
570;105;F;;105F;Panel Material;Corning/3M;;2527;Fiber optic splice tray kit, 24 single fusion splices;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;0;1;1;0;;0;1;CORNING/3M FIBER OPTIC SPLICE TRAY KIT;;;0;;0;0;;0;;0;;;0;;;;
571;130;F;;130F;Panel Material;Commscope;;FL2-C770072P2-6D00;Fiber patch/splice panel, off white finish Panel type: Singlemode Capacity: 72-position Connector: SC ultra polish Pigtail: Singlemode stranded softwall bundle Splice type: Heat shrink fusion (single fiber fusion) Splice decks: 6 Mounting sty587;213;C;;213C;Miscellaneous;Blackbox;;FOCMPSM003MSTSCYL;9�m singlemode fiber-optic cable, duplex, SC connector to ST connector, yellow;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;3;meters;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;0;;;;
588;213;D;;213D;Miscellaneous;Blackbox;;FOCMPSM005MSTSCYL;9�m singlemode fiber-optic cable, duplex, SC connector to ST connector, yellow;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;5;meters;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
589;213;E;;213E;Miscellaneous;Blackbox;;FOCMPSM007MSTSCYL;9�m singlemode fiber-optic cable, duplex, SC connector to ST connector, yellow;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;7;meters;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
590;213;F;;213F;Miscellaneous;Blackbox;;FOCMPSM008MSTSCYL;9�m singlemode fiber-optic cable, duplex, SC connector to ST connector, yellow;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;8;meters;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
591;213;G;;213G;Miscellaneous;Blackbox;;FOCMPSM010MSTSCYL;9�m singlemode fiber-optic cable, duplex, SC connector to ST connector, yellow;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;10;meters;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
592;213;H;;213H;Miscellaneous;Blackbox;;FOCMPSM015MSTSCYL;9�m singlemode fiber-optic cable, duplex, SC connector to ST connector, yellow;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;15;meters;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
593;213;J;;213J;Miscellaneous;Blackbox;;FOCMPSM020MSTSCYL;9�m singlemode fiber-optic cable, duplex, SC connector to ST connector, yellow;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;20;meters;;;;;;;;;;;;;;;;;;0;1;1;;;0;0;;;;0;;0;0;;0;;0;;;0;;;;
594;213;K;;213K;Miscellaneous;Blackbox;;FOCMPSM025MSTSCYL;9�m singlemode fiber-optic cable, duplex, SC connector to ST connector, yellow;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;25;meters;;;;;;;;;;;;;;;;;;0;1;1;;;1;0;;;;0;;0;0;;0;;0;;;0;;;;
595;53;D;;53D;Auxiliary Instrument/Transformer/Signal Conditioner;Incon;;;Ribbon extension cable for Incon 1250B, female blade edge to female DB9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;24;inches;;;;;;;;;;;;;;;;;;0;1;1;2;1 on top of file cabinet, 1 in basement cage;1;0;;;;0;;0;0;;0;;0;;;0;;;;
596;31;W;;31W;Rotary Switch;Electroswitch;Series 24;9205DD;Latching switch relay;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;125;DC;Pistol grip;Maintain;5;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;0;1;1;;;0;1;ELECTROSWITCH LATCHING SWITCH RELAY;;;0;H (no connections allowed on G);0;0;;0;;0;;;0;;;;
